Comment,Link,Name,Rating,Reviews Count,Speciality
she tore my family apart. you shouldn't consider yourself to be a perinatal mood disorder specialist,ratemds.com/doctor-ratings/3209560/Dr-MARLEY+A.-DOYLE-Chicago-IL.html,Dr. Marley A. Doyle,3.67,3,Psychiatrist
"Do not, I repeat DO NOT see her! She's money hungry and doesn't even provide quality help! She blames you for feeling they way you do and releases information to he... Read more",ratemds.com/doctor-ratings/81070/Dr-Nehama-Dresner-Chicago-IL.html,Dr. Nehama Dresner,2.38,23,Psychiatrist
"I agree with the other users. I was really suprised by how young and inexperienced he seemed. Bottom line, I did not feel comfortable discussing anything with him.",ratemds.com/doctor-ratings/958404/Dr-Michael-Ziffra-Chicago-IL.html,Dr. Michael Ziffra,3.15,5,Psychiatrist
Great listener..helpful advise..overall the best in every area. When I walk out of the office I feel better than when I go I n.,ratemds.com/doctor-ratings/121800/Dr-Samuel+E-Goldman-Chicago-IL.html,Dr. Samuel E Goldman,3.15,5,Psychiatrist
"Dr. Eytan is very warm, compassionate, and easy to talk to. She focuses on what is positive, without discounting the negative. She is all about the empowerment of th... Read more",ratemds.com/doctor-ratings/122677/Dr-Alyse-Eytan-Chicago-IL.html,Dr. Alyse Eytan,3.58,3,Psychiatrist
"I think Dr. Sloven is a great doctor. After being diagnosed with bipolar, his knowledge of medication has been successful for my needs.",ratemds.com/doctor-ratings/846977/Dr-David+M.-Sloven-Chicago-IL.html,Dr. David M. Sloven,3.31,4,Psychiatrist
Dr. Tilkin was friendly and relaxed. He listened and considered my concerns and questions about medication. He is knowledgeable about the short and long-term affe... Read more,ratemds.com/doctor-ratings/166742/Dr-Jeffrey-Tilkin-Chicago-IL.html,Dr. Jeffrey Tilkin,2.58,12,Psychiatrist
 ,ratemds.com/doctor-ratings/847231/Dr-Zabrin-Inan-Chicago-IL.html,Dr. Zabrin Inan,2.48,14,Psychiatrist
"Creepy, pill-pushing crook. Save yourself the headache, do not come here.",ratemds.com/doctor-ratings/171325/Dr-Petrit-Ndrio-CHICAGO-IL.html,Dr. Petrit Ndrio,3.25,4,Psychiatrist
Dr. Mills is the best doctor I Have ever used. I came to him after experiencing severe panic attacks and the girl I was dating at the time was a pateint of his and r... Read more,ratemds.com/doctor-ratings/847098/Dr-Matthew+R.-Mills-CHICAGO-IL.html,Dr. Matthew R. Mills,3.25,4,Psychiatrist
After reading all these posts like my experience I felt it was time to come together and find a way to stop Kraus. I created a website called www.stopkraus.com. I wi... Read more,ratemds.com/doctor-ratings/2929897/Dr-LOUIS+J.-KRAUS-Northbrook-IL.html,Dr. Louis J. Kraus,2.57,10,Psychiatrist
I was a patient of Dr. Egger for over a year and found him unable to empathize or understand issues those with PTSD deal with on a daily basis. He may know the basi... Read more,ratemds.com/doctor-ratings/3160884/Dr-JOHN+F.-EGGER-Chicago-IL.html,Dr. John F. Egger,3.88,2,Psychiatrist
Dr. Ayesha Dua is a fantastic doctor. She pays attention and is always involved.,ratemds.com/doctor-ratings/3563077/Dr-AYESHA-DUA-CHICAGO-IL.html,Dr. Ayesha Dua,5,1,Psychiatrist
Dr. Pankov and Dr. Zhang are the two of the most sexiest doctors I've ever encountered in this fine day.,ratemds.com/doctor-ratings/3120682/Dr-ANDREI+V.-PANKOV-Chicago-IL.html,Dr. Andrei V. Pankov,5,1,Psychiatrist
Dr. Solari and his staff provide EXCELLENT service and truly care about the needs of individuals in our community.; so refreshing. ,ratemds.com/doctor-ratings/3002561/Dr-HUGO+A.-SOLARI-Chicago-IL.html,Dr. Hugo A. Solari,5,1,Psychiatrist
I had the chance to have Dr. B as my doctor at Rockford Hospital and she was outstanding! She really cares about her patients and it shows! She spends more ham 5mins... Read more,ratemds.com/doctor-ratings/3111608/Dr-SUSAN-BURATTO-Chicago-IL.html,Dr. Susan Buratto,5,1,Psychiatrist
Simply the best. Psychopharmacology and true understanding and empathy for families with mental illness or neurobehavioral disorders,ratemds.com/doctor-ratings/477420/Dr-Karen+L.-Pierce-Chicago-IL.html,Dr. Karen L. Pierce,5,1,Psychiatrist
"Dr Herman is a quiet, intelligent and thoughtful psychiatrist. I have seen him for 3 years and feel I am getting very good mental health care.",ratemds.com/doctor-ratings/477200/Dr-Howard+L.-Herman-Chicago-IL.html,Dr. Howard L. Herman,5,1,Psychiatrist
"Dr. Santos is the kindest, most caring,understanding dr. She really listens 2 her patients and respects their feelings.the bond of trust that I developed with her wa... Read more",ratemds.com/doctor-ratings/2441910/Dr-SYLVIA+A.-SANTOS-Chicago-IL.html,Dr. Sylvia A. Santos,5,1,Psychiatrist
Dr. Gould is truly outstanding. She is compassionate and responsive to her patient's needs. She is prompt in responding to calls. Her ability to diagnosis tough c... Read more,ratemds.com/doctor-ratings/2638748/Dr-CATHLEEN+M.-GOULD-Chicago-IL.html,Dr. Cathleen M. Gould,5,1,Psychiatrist
I first saw Dr McKenzie at age 16 when i got sick and was at childrens memorial hospital. All of my other doctors were unpleasant and told me all my pain was in my h... Read more,ratemds.com/doctor-ratings/2781124/Dr-James+G.-MACKENZIE-Chicago-IL.html,Dr. James G. MACKENZIE,5,1,Psychiatrist
"Low key. At first you wonder whether this man can help you. But stick with him. He is great. At one point when I was doing badly, he scheduled special night sess... Read more",ratemds.com/doctor-ratings/1043586/Dr-John+P.-Gerber-CHICAGO-IL.html,Dr. John P. Gerber,5,1,Psychiatrist
Excellent physician,ratemds.com/doctor-ratings/424437/Dr-Karam-Radwan-CHICAGO-IL.html,Dr. Karam Radwan,5,1,Psychiatrist
Very helpful and insightful.,ratemds.com/doctor-ratings/479089/Dr-Judith+S.-Lichtenstein-Chicago-IL.html,Dr. Judith S. Lichtenstein,5,1,Psychiatrist
Meeting with Dr Banegas has been a confidence-restoring experience. She listens and works with you as a partner to get the best results. Follow up is extraordinary... Read more,ratemds.com/doctor-ratings/403706/Dr-Marta+E.-Banegas-Chicago-IL.html,Dr. Marta E. Banegas,5,1,Psychiatrist
I really like this doctor especially her bed side mannerism and her through knowledge of psychiatric illness,ratemds.com/doctor-ratings/404122/Dr-Elizabeth-Mirkin-Chicago-IL.html,Dr. Elizabeth Mirkin,5,1,Psychiatrist
I am just one of many lives that I'm positive Dr. Kim has saved. I saw her as a patient first in residential treatment. I know see her in her SunCloud Clinic and m... Read more,ratemds.com/doctor-ratings/dr-kim-dennis-chicago-il-us,Dr. Kim Dennis,5,1,Psychiatrist
"Dr. Syed has a very caring, very professional approach w/her patients. I felt heard, valued and understood by her when I was going through a particularly difficult t... Read more",ratemds.com/doctor-ratings/dr-saba-syed-chicago-il-us,Dr. Saba Syed,5,1,Psychiatrist
world class doctor,ratemds.com/doctor-ratings/846982/Dr-David+S.-Solomon-CHICAGO-IL.html,Dr. David S. Solomon,5,1,Psychiatrist
Dr. Sheth really cares about his patients. He always answers my phone calls and is so friendly.,ratemds.com/doctor-ratings/3386308/Dr-NEERAL+K.-SHETH-Chicago-IL.html,Dr. Neeral K. Sheth,5,1,Psychiatrist
he helped me get through a rough time of my life after a terrible accident I've seen other doctors since he left his office at silver cross hospital and god I wish h... Read more,ratemds.com/doctor-ratings/3896668/Dr-JOHNNY-WILLIAMSON-CHICAGO-IL.html,Dr. Johnny Williamson,5,1,Psychiatrist
"Compassionate, kind and trustworthy. Patient of 10 years and WE have achieved sobriety. ",ratemds.com/doctor-ratings/2715572/Dr-ERIC+C.-SCHIEBER-CHICAGO-IL.html,Dr. Eric C. Schieber,5,1,Psychiatrist
I've seen Phychiatrist since age 12. I saw dr clarey in the hospital as consult. I found him to be one of the most empathetic and logical dr in the field I've ever ... Read more,ratemds.com/doctor-ratings/3422851/Dr-RICHARD+A.-CLAREY-CHICAGO-IL.html,Dr. Richard A. Clarey,5,1,Psychiatrist
"Excellent, compassionate physician. He is on the faculty at Northwestern University Medical Center, a premier institution, and yet he interacts like an individual on... Read more",ratemds.com/doctor-ratings/2629678/Dr-MORRIS+B.-GOLDMAN-Chicago-IL.html,Dr. Morris B. Goldman,5,1,Psychiatrist
She is hands down the very best therapist I have ever had. Dr. Sheinin got me through grad school and helped me get my life back on track. I would move back to chi... Read more,ratemds.com/doctor-ratings/847187/Dr-Sandra+L.-Sheinin-Chicago-IL.html,Dr. Sandra L. Sheinin,5,1,Psychiatrist
"The best psychiatrist in Chicago, his years of experience truly mark a difference with other professionals.",ratemds.com/doctor-ratings/2953307/Dr-CARLOS-KELLENBERGER-Chicago-IL.html,Dr. Carlos Kellenberger,5,1,Psychiatrist
Excellent -- good with anxiety and depression for me. Keeps me going,ratemds.com/doctor-ratings/2281819/Dr-FREDRIC+J.-LEVY-Chicago-IL.html,Dr. Fredric J. Levy,5,1,Psychiatrist
"Excellent Dr , knowledgeable ,caring and
very kind.",ratemds.com/doctor-ratings/1043613/Dr-Thomas-Jobe-Chicago-IL.html,Dr. Thomas Jobe,5,1,Psychiatrist
Very compassionate and dedicated to his practice. You will clearly become a priority to him which facilitates the effectiveness of the therapy. I would recommend hi... Read more,ratemds.com/doctor-ratings/2826493/Dr-GARY+A.-WILLER-Chicago-IL.html,Dr. Gary A. Willer,5,1,Psychiatrist
Dr. Schwartz is simply the best. He's extremely punctual -- always. But his knowledge beyond his specialty is amazing. He's always warm and thoughtful and helpful... Read more,ratemds.com/doctor-ratings/474491/Dr-Lee+S.-Schwartz-CHICAGO-IL.html,Dr. Lee S. Schwartz,5,1,Psychiatrist
Very hepful and knowledgeable. Extremely interested in me and skilled. Highly recommend with all fives.,ratemds.com/doctor-ratings/128083/Dr-Harry+J.-Soloway-Chicago-IL.html,Dr. Harry J. Soloway,5,1,Psychiatrist
"Dr. Gomez is outstanding. Absolutely outstanding! My nephew is about to receive a college degree, something that never would have happened had he not been her patien... Read more",ratemds.com/doctor-ratings/dr-rose-gomez-mddfapa-chicago-il-us,"Dr. Rose Gomez, M.D.,D.F.A.P.A.",5,1,Psychiatrist
"Run....uncaring, doesn't listen, a total sham",ratemds.com/doctor-ratings/14807/Dr-Larry+S.-Goldman-Chicago-IL.html,Dr. Larry S. Goldman,3.83,6,Psychiatrist
Listens and is extremely helpful and knowledgeable,ratemds.com/doctor-ratings/846892/Dr-Stephen+F.-Noronha-Chicago-IL.html,Dr. Stephen F. Noronha,3.75,2,Psychiatrist
I saw Dr. Gottlieb for medication management. Instead of prescribing me anything he strung me along for three months. He told me he didn’t agree with what I had been... Read more,ratemds.com/doctor-ratings/153190/Dr-John+F.-Gottlieb-Chicago-IL.html,Dr. John F. Gottlieb,2.31,13,Psychiatrist
"Dr. Smajkic was referred to assist my son who is in the sixth grade. I was wary, I did not believe that anyone could understand and help my pre-adolescent son. Dr. S... Read more",ratemds.com/doctor-ratings/846979/Dr-Amer-Smajkic-Chicago-IL.html,Dr. Amer Smajkic,4.75,1,Psychiatrist
Dr Kordon is approachable and easy to talk with. She provides great insight and is the best therapist I've ever had.,ratemds.com/doctor-ratings/1043639/Dr-Laura+C.-Kordon-Chicago-IL.html,Dr. Laura C. Kordon,4.75,1,Psychiatrist
"Dr. Khaja spent a great deal of time with me, and she made me feel very comfortable. I was able to talk to her like I was talking to a friend. She listened very well... Read more",ratemds.com/doctor-ratings/2698541/Dr-Anjum+N.-KHAJA-Chicago-IL.html,Dr. Anjum N. KHAJA,4.75,1,Psychiatrist
"Dr. Spitz is not a Super-Woman, that knows more than any other psychiatrist, and can cure your ills with a 100% money-back guarantee. She's just as knowledgable and ... Read more",ratemds.com/doctor-ratings/480249/Dr-Deborah-Spitz-Chicago-IL.html,Dr. Deborah Spitz,4.75,1,Psychiatrist
"He seemed to have absolutely no compassion and treated me like an illness rather than a person. He was arrogant and cold. In addition, he did not consider alternati... Read more",ratemds.com/doctor-ratings/3245588/Dr-CHRISTOPHER-LOWDEN-Chicago-IL.html,Dr. Christopher Lowden,3.63,2,Psychiatrist
"Best descriptors: pompous, arrogant, know-it-all, ",ratemds.com/doctor-ratings/3051099/Dr-NEIL+R.-SELINGER-Chicago-IL.html,Dr. Neil R. Selinger,3.63,2,Psychiatrist
"Easy to get in touch with. Very helpful. Listens to my issues and finds solutions. Appointments are short and quick, but he's a psychiatrist, not a counselor. He's v... Read more",ratemds.com/doctor-ratings/405093/Dr-Robert-Grunsten-Chicago-IL.html,Dr. Robert Grunsten,3.63,2,Psychiatrist
"it is to my understanding that this ""doctor"" has no code of ethics and there are some very dark things happenening in his practice. i highly recommend you look elsew... Read more",ratemds.com/doctor-ratings/893571/Dr-Steve+R.-Lobacz-Chicago-IL.html,Dr. Steve R. Lobacz,2.8,5,Psychiatrist
this dr has the worst staff in the entire world. they are very rude and if you cant go any more cause you cant afford it do to loss of a job they will charge u anywa... Read more,ratemds.com/doctor-ratings/143426/Dr-Rose-Gomez-Chicago-IL.html,Dr. Rose Gomez,2.35,10,Psychiatrist
Prescribes Benzo's to addicts. Never even tried to ween me off of suboxone after being on it for 4 years. No regard to his patients health,ratemds.com/doctor-ratings/847012/Dr-Marek-Walczyk-Chicago-IL.html,Dr. Marek Walczyk,2.88,4,Psychiatrist
I think he is exceptionally knowledgeable and helpful; particularly where meds are concerned.,ratemds.com/doctor-ratings/846785/Dr-Kourosh-Dini-CHICAGO-IL.html,Dr. Kourosh Dini,3.08,3,Psychiatrist
Dr. Ladien is extremely knowlegable in his field and has been very helpful to me over many years.,ratemds.com/doctor-ratings/479016/Dr-Kimball+H.-Ladien-Chicago-IL.html,Dr. Kimball H. Ladien,4.5,1,Psychiatrist
Wonderful,ratemds.com/doctor-ratings/875467/Dr-Jennifer-Zinke-Chicago-IL.html,Dr. Jennifer Zinke,4.5,1,Psychiatrist
"I was Dr. McKenna's patient for over 5 years. He stopped replying to e-mails, doesn't answer his phone, and his voicemail box is full. I am blown away by his grossly... Read more",ratemds.com/doctor-ratings/877018/Dr-R.+Craig-McKenna-Chicago-IL.html,Dr. R. Craig McKenna,2.13,13,Psychiatrist
Dr Ginde helped me tremendously. I found him to be very thoughtful and professional. He went beyond to help me. I couldn't have had a better experience with him. AF,ratemds.com/doctor-ratings/3334327/Dr-MARK-GINDI-Chicago-IL.html,Dr. Mark Gindi,2.81,4,Psychiatrist
Dr. A is very helpful and cares about patients. He is highly recommended,ratemds.com/doctor-ratings/480698/Dr-Yoglackshan+K.-Ahluwalia-Chicago-IL.html,Dr. Yoglackshan K. Ahluwalia,3.38,2,Psychiatrist
This is an outstanding physician. He is insightful and very knowledgeable in all things. I had been to nine different psychiatrists in sixteen years (I have moved fr... Read more,ratemds.com/doctor-ratings/154441/Dr-William+D.-Ciganek-Chicago-IL.html,Dr. William D. Ciganek,4.25,1,Psychiatrist
Very cute Doctor loves to listen and his son is even sexier,ratemds.com/doctor-ratings/2384478/Dr-HISHAM+S.-SADEK-Chicago-IL.html,Dr. Hisham S. Sadek,2.32,7,Psychiatrist
"She's an idiot! She over medicate and doesn't listen because if her ego. If you want to be a walking, drooling zombie, go see her.",ratemds.com/doctor-ratings/24590/Dr-Linda+F.-Gruenberg-Chicago-IL.html,Dr. Linda F. Gruenberg,3.04,3,Psychiatrist
"Dr cosme is a very professional and respectful person, I feel very confident about her, her knowledge and her interest in patients.",ratemds.com/doctor-ratings/3378348/Dr-ROSARIO+M.-COSME+CRUZ-Chicago-IL.html,Dr. Rosario M. Cosme Cruz,3.25,2,Psychiatrist
Great experience overall. Very caring and knowledgeable.,ratemds.com/doctor-ratings/3329298/Dr-Hariclia+E.-Hristea-Chicago-IL.html,Dr. Hariclia E. Hristea,2.37,6,Psychiatrist
"duh. therapy is expensive.as a teenager, he seems pretty helpful(though it could had been the drugs he prescribed as well)I think that he seemed pretty chill with ev... Read more",ratemds.com/doctor-ratings/847085/Dr-Gary+M.-Mart-Chicago-IL.html,Dr. Gary M. Mart,3.13,2,Psychiatrist
"He is the best psychiatrist ever, he helped my kid alot.",ratemds.com/doctor-ratings/3618732/Dr-SCOTT+F.-LEIBOWITZ-CHICAGO-IL.html,Dr. Scott F. Leibowitz,3.13,2,Psychiatrist
Dr. Ramic is wonderful. She is empathetic and caring. It confuses me to see the negative reviews here. I would recommend her to everyone.,ratemds.com/doctor-ratings/3119109/Dr-MAYA-RAMIC-Chicago-IL.html,Dr. Maya Ramic,2.75,3,Psychiatrist
"I've seen Dr. Ovsiew for several years both as an inpatient and outpatient. He's not a warm and fuzzy guy, but he is very knowledgeable and listens carefully to me b... Read more",ratemds.com/doctor-ratings/5251/Dr-Fred-Ovsiew-Chicago-IL.html,Dr. Fred Ovsiew,3.3,5,Psychiatrist
"Dr. Marks was very pleasant and knowledgeable about my situation. I have since scheduled another visit, O was very impressed with him.",ratemds.com/doctor-ratings/475848/Dr-Robert+C.-Marks-Chicago-IL.html,Dr. Robert C. Marks,3,2,Psychiatrist
I was being treated for depression at one point in my life. At one appointmentm this doctor prescribed 50 kick-ass sleeping pills and as he was walking me out he do... Read more,ratemds.com/doctor-ratings/868397/Dr-David+R.-Edelstein-Chicago-IL.html,Dr. David R. Edelstein,2.88,2,Psychiatrist
"smart, professional, a life saver. She is a great doctor, wonderful to talk with and helped me with my problems. don't know where i would be without her.",ratemds.com/doctor-ratings/3020064/Dr-Gail+M.-Basch-Chicago-IL.html,Dr. Gail M. Basch,2.88,2,Psychiatrist
"I saw Dr. Halper for almost 1 year and as most reviewers have already mentioned, he was very cold and often didn't seem to be listening during our session. At one p... Read more",ratemds.com/doctor-ratings/139629/Dr-Ira+S.-Halper-Chicago-IL.html,Dr. Ira S. Halper,2.04,6,Psychiatrist
I have not consulted her for long-term therapy but only for medication. I have found her to be very insightful.,ratemds.com/doctor-ratings/1043560/Dr-Maureen-Fayen-Chicago-IL.html,Dr. Maureen Fayen,2.75,2,Psychiatrist
"As a former psychiatric patient who was duped, I learned how nearly all my issues and my so called ""bi-polar diagnosis"" were merely induced by the addictive SSRIs an... Read more",ratemds.com/doctor-ratings/2575152/Dr-MANDY+L.-EVANS-CHICAGO-IL.html,Dr. Mandy L. Evans,2.75,2,Psychiatrist
"Please read her 1 star yelp reviews, as they are a true indication of how terrible this women is. She kicked me out of her office while screaming and making false al... Read more",ratemds.com/doctor-ratings/847141/Dr-Helena+M.-Radomska-Chicago-IL.html,Dr. Helena M. Radomska,2.25,4,Psychiatrist
This doctor asked me if my father raped me without making eye contact. He also accused me of having a learning disability when I am Ivy League educated.,ratemds.com/doctor-ratings/85115/Dr-Stephen-Dinwiddie-Chicago-IL.html,Dr. Stephen Dinwiddie,3.07,5,Psychiatrist
Moody but very very cute. Id like to date this dr anyday,ratemds.com/doctor-ratings/3550548/Dr-COURTNEY-ROMBA-CHICAGO-IL.html,Dr. Courtney Romba,3.25,1,Psychiatrist
Seemed very disinterested and then when he couldn't diagnose accurately just gave up and acted annoyed.,ratemds.com/doctor-ratings/1043608/Dr-David+A.-Hirsch-Chicago-IL.html,Dr. David A. Hirsch,3,1,Psychiatrist
"The doctor returned my call to make an appointment and he just seemed really rude, unfriendly and not interested. Sorry I wasted your time doc, but with that attitud... Read more",ratemds.com/doctor-ratings/477893/Dr-Ariel-David-CHICAGO-IL.html,Dr. Ariel David,3,1,Psychiatrist
"Doctor seemed knowledgeable, but was not very helpful. Had a somewhat arrogant attitude, and staff seemed afraid of him. Not a doctor you would want to take care o... Read more",ratemds.com/doctor-ratings/478596/Dr-Bruce-Gober-Chicago-IL.html,Dr. Bruce Gober,2.75,1,Psychiatrist
My child had a reaction to a medication under Dr. Lake's care. An internist told us it was a different diagnosis than wht she said. She insisted it was panic. I h... Read more,ratemds.com/doctor-ratings/474354/Dr-Mary+E.-Lake-Chicago-IL.html,Dr. Mary E. Lake,2.75,1,Psychiatrist
"He usually can get you in really fast and used to be much better.
Dr. Gillilan used to give great care. Now he is not really listening to my needs. He tells me ... Read more",ratemds.com/doctor-ratings/1043592/Dr-John+V.-Gillilan-Chicago-IL.html,Dr. John V. Gillilan,2.75,1,Psychiatrist
"Doctor isn't interested, staff could use more knowledge, training and motivation.",ratemds.com/doctor-ratings/2659119/Dr-RAD-GHARAVI-Oak+Park-IL.html,Dr. Rad Gharavi,1.81,4,Psychiatrist
Receptionists are friendly. The nurse and the doctor are TERRIBLE!!! They are NOT sensitive to your feelings or what you're saying. They send you to the EMERGENCY... Read more,ratemds.com/doctor-ratings/405123/Dr-Victor+M.-Uribe-Chicago-IL.html,Dr. Victor M. Uribe,1.5,7,Psychiatrist
"She just doesn't care. If your prescription is running out and you need a refill, good luck getting a hold of her. It takes multiple messages to get a return call... Read more",ratemds.com/doctor-ratings/2789430/Dr-SONAL-GUPTA-Chicago-IL.html,Dr. Sonal Gupta,2.13,2,Psychiatrist
"Awful awful man. Unprofessional, rude and completely out of touch with reality. He raised his voice at me several times. ",ratemds.com/doctor-ratings/479438/Dr-Theodore+B.-Handrup-Chicago-IL.html,Dr. Theodore B. Handrup,1.25,12,Psychiatrist
I found him to be dismissive and judgemental. Does not listen. He acted as if he didn't care about my situation. ,ratemds.com/doctor-ratings/891316/Dr-Martin+N.-Paisner-Chicago-IL.html,Dr. Martin N. Paisner,1.54,6,Psychiatrist
"Dr. P appears on surface to be a good doctor, not great. She will not EVER respond to an emergency call so if you are ""trying"" new medications on a child your left ... Read more",ratemds.com/doctor-ratings/3115048/Dr-RICHELLE-PORAPAIBOON-CHICAGO-IL.html,Dr. Richelle Porapaiboon,2.5,1,Psychiatrist
I think he puts his own needs before mine. He doesn't seem to hear me when I explain my needs to him. I think there are better Drs. out there.,ratemds.com/doctor-ratings/2633295/Dr-JERRY-GIBBONS-Chicago-IL.html,Dr. Jerry Gibbons,2,2,Psychiatrist
 I'm bipolar and had been on the same successful cocktail of meds for roughly 4 1 \2 years when I started seeing him. He immediately questioned my previous two Drs w... Read more,ratemds.com/doctor-ratings/480512/Dr-Charles-Kaegi-Chicago-IL.html,Dr. Charles Kaegi,1.63,4,Psychiatrist
Dr. Dresner was not invested in me as a client in any way other than financially. He fell asleep during session on more than one occasion and put me on a medication ... Read more,ratemds.com/doctor-ratings/474443/Dr-Bruce+L.-Dresner-Chicago-IL.html,Dr. Bruce L. Dresner,1.88,2,Psychiatrist
"this psychiatrist is NOT a good listener, and refused to give me a new prescription despite promising it to me almost a month previous. He is very hard to contact a... Read more",ratemds.com/doctor-ratings/2748720/Dr-BRADLEY+J.-GORDON-CHICAGO-IL.html,Dr. Bradley J. Gordon,2.25,1,Psychiatrist
My ex saw Dr. Rigolin for two decades. There was no improvement and he prescribed xanax during the entire time my ex was in treatment. My ex became dependent on xan... Read more,ratemds.com/doctor-ratings/2406103/Dr-ENIO+A.-RIGOLIN-Chicago-IL.html,Dr. Enio A. Rigolin,1.75,2,Psychiatrist
"Dr Venable does not seem to care at all about the outcome of her decisions & medication choices. In fact, she doesn't seem to take any diagnostic approach and instea... Read more",ratemds.com/doctor-ratings/3171603/Dr-MELANIE+M.-VENABLE-Chicago-IL.html,Dr. Melanie M. Venable,2,1,Psychiatrist
"What can I say this ""Dr."" Does not care for his patients. Can not rate his knowledge as his degree did not line up with his negligence and poor patient ""care"" if he ... Read more",ratemds.com/doctor-ratings/3123692/Dr-RAJA+S.-GILL-CHICAGO-IL.html,Dr. Raja S. Gill,1.42,3,Psychiatrist
Horrible bedside manner. Doesn't listen to parents. Look into other doctors for your child,ratemds.com/doctor-ratings/3115169/Dr-REBECCA-O&apos;DONNELL-Chicago-IL.html,Dr. Rebecca O'Donnell,1.75,1,Psychiatrist
Terrible unprofessional psych doctor. Judgmental and biased. See ANYONE ELSE.,ratemds.com/doctor-ratings/2262291/Dr-NORMAN-KOHN-CHICAGO-IL.html,Dr. Norman Kohn,1.75,1,Psychiatrist
Could not come to a diagnosis. Started me on 4 different medications that didnt work until i have a drug réaction and had to go to ER. She is so rude. Dont ever go ... Read more,ratemds.com/doctor-ratings/2299708/Dr-JYOTI-WARIKOO-Chicago-IL.html,Dr. Jyoti Warikoo,1.75,1,Psychiatrist
He belittled me after struggling to get a walk in appointment. He was more concerned with reprimanding me for my attitude with his secretary than he was for my men... Read more,ratemds.com/doctor-ratings/847101/Dr-Alexander-Morrill-Chicago-IL.html,Dr. Alexander Morrill,1.75,1,Psychiatrist
"Dr luke gave me medicine for bipolar. The medicine did not react well in my system, it caused sever headaches and anxiety so high I couldn't stand sometimes. When I ... Read more",ratemds.com/doctor-ratings/1043671/Dr-Luckose+M.-Luke-Chicago-IL.html,Dr. Luckose M. Luke,1.75,1,Psychiatrist
Dr Swantek is incredibly disrespectful towards her patients. She lacks compassion and empathy. Do yourself a favor and stay away from Sandra Swantek.,ratemds.com/doctor-ratings/3259602/Dr-SANDRA-SWANTEK-Chicago-IL.html,Dr. Sandra Swantek,1.5,2,Psychiatrist
"this Dr puts the psycho into psychologist Condescending, evasive & pompous as plutocrat. AVOID",ratemds.com/doctor-ratings/480485/Dr-Ronald-Krasner-Chicago-IL.html,Dr. Ronald Krasner,1.5,2,Psychiatrist
"This doctor is a prescription writer, not so much concerned on if you need them or not. This doctor will not ask any questions other than surface questions and unti... Read more",ratemds.com/doctor-ratings/847188/Dr-Haidari-Shikari-Chicago-IL.html,Dr. Haidari Shikari,1.5,1,Psychiatrist
"She kept me waiting for 30 minutes for no reason, she prescribed meds that I told her didn't work on my body, she advised me to wear make up to cure my depression. I... Read more",ratemds.com/doctor-ratings/dr-amera-rahman-chicago-il-us,Dr. Amera Rahman,1.5,1,Psychiatrist
DR ZAKKO IS A GREAT DOC. HE IS PATIENT KIND AND EMPATHETIC. HE GIVES GREAT ADVICE ON HOW TO DEAL WITH REAL LIFE.,ratemds.com/doctor-ratings/129224/Dr-Hazim-Zakko-Chicago-IL.html,Dr. Hazim Zakko,5,1,Psychiatrist
"I have been a patient of Dr.Yen's for the past 11 years. I would highly recommend her to anyone in need of a great psychiatrist. She is very knowledgeable, and provi... Read more",ratemds.com/doctor-ratings/73887/Dr-Julia+L.-Yen-Chicago-IL.html,Dr. Julia L. Yen,5,1,Psychiatrist
"An excellent doctor. Was the first one to finally figure out my husbands condition after seeing at 3 other doctors. Very kind, willing to listen, willing to take the... Read more",ratemds.com/doctor-ratings/128761/Dr-Ovidio-Deleon-Chicago-IL.html,Dr. Ovidio Deleon,5,1,Psychiatrist
Was very helpful to me during a very difficult time. Willing to listen and take time to ensure I had my questions answered.,ratemds.com/doctor-ratings/128744/Dr-Dennis+D.-Beedle-Chicago-IL.html,Dr. Dennis D. Beedle,5,1,Psychiatrist
"Awful experience - Condescending, stand-offish, and zero bed-side manners - specially for someone working as a psychiatrist specialist for the Cancer Center.
I've ... Read more",ratemds.com/doctor-ratings/1043909/Dr-Michael+J.-Schrift-CHICAGO-IL.html,Dr. Michael J. Schrift,1.17,3,Psychiatrist
She charged me $25 for a missed appointment fee when I specifically called her in advance to cancel. I called her to rectify the problem and she has not returned the... Read more,ratemds.com/doctor-ratings/847137/Dr-Traci+E.-Powell-Chicago-IL.html,Dr. Traci E. Powell,1.25,2,Psychiatrist
I saw her a few times and had a terrible experience. Each time she seemed very rushed and not interested in hearing my concerns about diagnosis and treatment. Additi... Read more,ratemds.com/doctor-ratings/3630443/Dr-LUCIANA-RIBEIRO-CHICAGO-IL.html,Dr. Luciana Ribeiro,1.25,1,Psychiatrist
Calling Kalman Kaplan incompetent would be a gross understatement. He had utterly no clue what he was doing either in individual or group therapy. In every dimension... Read more,ratemds.com/doctor-ratings/2629025/Dr-KALMAN-KAPLAN-Chicago-IL.html,Dr. Kalman Kaplan,1.25,1,Psychiatrist
WORST DOCTOR I EVER SAW IN MY SEVENTY YEARS. SHOULD BE THROWN OUT OF HIS FIELD. DOES NOT BELIEVE IN THE LAWS PROTECTING PATIENTS EITHER FROM THE STATE OF ILLINOIS OR... Read more,ratemds.com/doctor-ratings/2542542/Dr-Daniel-Kim-Chicago-IL.html,Dr. Daniel Kim,1.25,1,Psychiatrist
